iter	Logloss
0	0.4518992154
1	0.3914802033
2	0.3497806619
3	0.3004480787
4	0.2720486619
5	0.2263665551
6	0.1906301727
7	0.1566353581
8	0.1289055475
9	0.1113187664
10	0.09659540761
11	0.08335139815
12	0.07134224009
13	0.06356589239
14	0.05965269283
15	0.0537147851
16	0.05010949698
17	0.04349083597
18	0.04072088552
19	0.03742389951
20	0.03618879974
21	0.03411583391
22	0.03096355968
23	0.0298556329
24	0.02926601888
25	0.02724124806
26	0.02631858265
27	0.02505860346
28	0.02424190942
29	0.02374512658
30	0.02310004027
31	0.02250551603
32	0.02201039231
33	0.02129281001
34	0.0210196899
35	0.02041427864
36	0.02007436073
37	0.01970661503
38	0.01935335922
39	0.01891650869
40	0.01863197346
41	0.01850263059
42	0.01816632204
43	0.01787245585
44	0.0177241675
45	0.01747892928
46	0.01730195818
47	0.01709537351
48	0.01695941903
49	0.01679477187
50	0.01668854835
51	0.01654218759
52	0.0164678763
53	0.01635486941
54	0.01626825829
55	0.01615659784
56	0.0160850914
57	0.01602970408
58	0.0159350521
59	0.01580835912
60	0.01572027559
61	0.01566616614
62	0.01558963684
63	0.01546957184
64	0.01539516602
65	0.01529781589
66	0.01523507905
67	0.01518705566
68	0.01509720333
69	0.01501245116
70	0.01495576744
71	0.0149143505
72	0.01486933278
73	0.01483393252
74	0.01480517987
75	0.01475148501
76	0.01471355718
77	0.01466091337
78	0.01460870016
79	0.014576015
80	0.01455035844
81	0.01452012451
82	0.01449204702
83	0.01445747222
84	0.01442657238
85	0.0143826838
86	0.01436371462
87	0.0143286561
88	0.01429830183
89	0.01426075931
90	0.01424043437
91	0.01422301793
92	0.01419598803
93	0.0141662159
94	0.0141491556
95	0.01412638467
96	0.01411043304
97	0.01409026579
98	0.01407400306
99	0.01405573396
100	0.01404507706
101	0.01403461308
102	0.0140141785
103	0.01399334472
104	0.01397587916
105	0.01395466795
106	0.01393512976
107	0.01392732547
108	0.01391061809
109	0.01389629579
110	0.01388674558
111	0.0138656844
112	0.01385947895
113	0.01384626871
114	0.01382878676
115	0.01380830402
116	0.01379956295
117	0.01378980307
118	0.01377843351
119	0.01376388682
120	0.01374888576
121	0.01373445054
122	0.01372796549
123	0.01371753678
124	0.01370523978
125	0.01369300087
126	0.0136848974
127	0.01367876827
128	0.01366875823
129	0.0136566048
130	0.0136505159
131	0.01364285009
132	0.01363338041
133	0.01362426003
134	0.01361708674
135	0.01359787792
136	0.01358259793
137	0.01357193175
138	0.01355975736
139	0.01355053846
140	0.01354470904
141	0.01353266985
142	0.01352529373
143	0.01351751198
144	0.01351104386
145	0.01350246619
146	0.01349447547
147	0.01348840877
148	0.01348003503
149	0.01347420836
150	0.01346650407
151	0.01346220709
152	0.01345344758
153	0.01344908296
154	0.01343847855
155	0.0134284452
156	0.01342327914
157	0.01341574343
158	0.01340745582
159	0.01340214
160	0.01339760066
161	0.01339147917
162	0.01337986352
163	0.01337319605
164	0.01336441717
165	0.01335520535
166	0.01334998222
167	0.01334189247
168	0.01333505124
169	0.01333199245
170	0.01332241942
171	0.01331943598
172	0.0133119518
173	0.01330557457
174	0.01330033182
175	0.01329509345
176	0.01329008028
177	0.01328726387
178	0.0132802363
179	0.01327589478
180	0.01326910946
181	0.01326288434
182	0.01325944527
183	0.01325436615
184	0.0132472222
185	0.01324326322
186	0.01324070177
187	0.0132369275
188	0.0132329318
189	0.01322831189
190	0.01322509128
191	0.0132188997
192	0.01321510753
193	0.01321076284
194	0.01320757743
195	0.01320281847
196	0.01319903154
197	0.01319701227
198	0.01319477094
199	0.01318973682
200	0.01318520928
201	0.01318222179
202	0.01317851163
203	0.01317523125
204	0.01317341664
205	0.01316752693
206	0.0131645962
207	0.01316080113
208	0.0131581911
209	0.01315473591
210	0.01314321226
211	0.01313909423
212	0.01313696261
213	0.01313440606
214	0.01313152141
215	0.01312934554
216	0.01312732555
217	0.01312535374
218	0.01312215891
219	0.01311812565
220	0.01311619208
221	0.01311355656
222	0.01310942985
223	0.01310699049
224	0.01310473911
225	0.01310215174
226	0.01310023473
227	0.01309727823
228	0.01309496221
229	0.01309303405
230	0.0130907527
231	0.01308618928
232	0.01308335837
233	0.01308087233
234	0.0130789126
235	0.01307558359
236	0.01307229186
237	0.0130691867
238	0.01306770901
239	0.01306466363
240	0.013062213
241	0.01305955925
242	0.01305695554
243	0.01305417915
244	0.01305173016
245	0.01305020735
246	0.0130474406
247	0.01304494154
248	0.01304246974
249	0.0130415364
250	0.01304047404
251	0.01303817559
252	0.01303524378
253	0.01303333567
254	0.01303162041
255	0.01302909482
256	0.01302747861
257	0.01302552393
258	0.01302376194
259	0.01302187992
260	0.0130199872
261	0.01301764349
262	0.01301631466
263	0.013013788
264	0.01301153011
265	0.01301025256
266	0.01300860575
267	0.0130072949
268	0.01300468944
269	0.01300263917
270	0.01300111279
271	0.01299964146
272	0.01299860492
273	0.01299787762
274	0.01299663909
275	0.01299547449
276	0.01299250299
277	0.01299082848
278	0.01298943642
279	0.01298793345
280	0.01298647693
281	0.01298494706
282	0.01298309073
283	0.01298206331
284	0.01297937525
285	0.0129778198
286	0.01297681695
287	0.01297622129
288	0.01297514967
289	0.01297396712
290	0.01297272455
291	0.01297101897
292	0.01297053754
293	0.01296981493
294	0.0129677983
295	0.01296613573
296	0.01296470758
297	0.01296306529
298	0.01296136883
299	0.01296011559
300	0.01295881585
301	0.01295728613
302	0.01295562052
303	0.01295462119
304	0.01295290594
305	0.01295145896
306	0.01294997649
307	0.01294875605
308	0.01294785608
309	0.01294632733
310	0.01294572482
311	0.01294460089
312	0.01294323721
313	0.01294260867
314	0.01294026693
315	0.01293717866
316	0.01293618208
317	0.01293540277
318	0.01293476652
319	0.01293337781
320	0.0129314418
321	0.01293018929
322	0.0129294279
323	0.01292873611
324	0.01292776609
325	0.01292695093
326	0.01292645303
327	0.01292517734
328	0.01292441512
329	0.01292287411
330	0.01292175642
331	0.0129197771
332	0.01291902739
333	0.01291785455
334	0.01291740448
335	0.0129165005
336	0.01291569956
337	0.01291501886
338	0.01291358489
339	0.0129129695
340	0.01291185465
341	0.01291054599
342	0.01290975676
343	0.01290925792
344	0.01290837969
345	0.01290727893
346	0.01290645888
347	0.01290577365
348	0.01290373932
349	0.01290304372
350	0.01290218089
351	0.01290092903
352	0.01289996301
353	0.01289897738
354	0.01289715466
355	0.01289619664
356	0.01289515361
357	0.01289398792
358	0.0128933703
359	0.01289243754
360	0.0128916685
361	0.01289131542
362	0.01289063322
363	0.01288952048
364	0.0128886005
365	0.01288785836
366	0.01288644998
367	0.01288574184
368	0.01288491849
369	0.01288445414
370	0.01288366996
371	0.01288326047
372	0.01288262567
373	0.01288173403
374	0.01288118951
375	0.01288079418
376	0.01288017361
377	0.01287877996
378	0.01287801285
379	0.01287740869
380	0.01287675033
381	0.01287601218
382	0.01287501819
383	0.01287423363
384	0.01287282461
385	0.01287203171
386	0.01287032514
387	0.01286942305
388	0.01286871647
389	0.01286779678
390	0.01286738878
391	0.01286634835
392	0.01286598568
393	0.01286510933
394	0.01286438858
395	0.0128635091
396	0.01286242867
397	0.01286171179
398	0.01286099757
399	0.01286041816
400	0.01286002406
401	0.01285932753
