iter	Logloss
402	0.01285848166
403	0.01285772774
404	0.01285684772
405	0.01285609903
406	0.0128552172
407	0.01285460254
408	0.0128539197
409	0.01285314612
410	0.01285253249
411	0.01285191494
412	0.01285099967
413	0.0128503435
414	0.01284922719
415	0.01284881683
416	0.01284831724
417	0.01284762477
418	0.01284691934
419	0.01284649083
420	0.01284567749
421	0.01284511301
422	0.01284485148
423	0.01284428432
424	0.01284393841
425	0.01284289823
426	0.01284246911
427	0.01284198309
428	0.01284113033
429	0.01284072912
430	0.01283959245
431	0.01283916531
432	0.0128380502
433	0.01283674873
434	0.0128360317
435	0.01283477782
436	0.01283445885
437	0.01283368763
438	0.01283336269
439	0.01283253044
440	0.01283183253
441	0.01283108252
442	0.01283019884
443	0.01282965407
444	0.01282896839
445	0.0128285796
446	0.01282816724
447	0.01282759996
448	0.01282708887
449	0.01282634291
450	0.01282580197
451	0.01282539179
452	0.0128248686
453	0.01282414246
454	0.01282376123
455	0.01282329465
456	0.01282288757
457	0.01282173472
458	0.01282129343
459	0.01282089118
460	0.01282022978
461	0.0128192825
462	0.01281835497
463	0.01281774533
464	0.01281748183
465	0.01281695005
466	0.01281665337
467	0.01281631916
468	0.0128154999
469	0.01281495442
470	0.0128145074
471	0.01281396691
472	0.01281349381
473	0.01281304609
474	0.01281194048
475	0.01281129274
476	0.01281073965
477	0.01281031938
478	0.01280997533
479	0.01280963764
480	0.01280933716
481	0.01280894892
482	0.0128081437
483	0.01280777746
484	0.0128073053
485	0.01280686899
486	0.01280626124
487	0.01280577455
488	0.01280500919
489	0.01280442209
490	0.01280345859
491	0.01280300763
492	0.01280267679
493	0.01280213063
494	0.01280174199
495	0.0128011501
496	0.01280034452
497	0.01280001655
498	0.01279958148
499	0.01279929907
